HGNC ID	Approved symbol	Approved name	Alias symbols	Alias names
HGNC:18567	TTTY15	testis-specific transcript, Y-linked 15	DKFZP434I143, NCRNA00138	non-protein coding RNA 138
HGNC:18840	TTTY16	testis-specific transcript, Y-linked 16	NCRNA00139	non-protein coding RNA 139
HGNC:18841	TTTY17A	testis-specific transcript, Y-linked 17A	NCRNA00140	non-protein coding RNA 140
HGNC:31889	TTTY17B	testis-specific transcript, Y-linked 17B	NCRNA00141	non-protein coding RNA 141
HGNC:31890	TTTY17C	testis-specific transcript, Y-linked 17C	NCRNA00142	non-protein coding RNA 142
HGNC:18842	TTTY18	testis-specific transcript, Y-linked 18	NCRNA00143	non-protein coding RNA 143
HGNC:18843	TTTY19	testis-specific transcript, Y-linked 19	NCRNA00144	non-protein coding RNA 144
HGNC:18844	TTTY20	testis-specific transcript, Y-linked 20	NCRNA00145	non-protein coding RNA 145
HGNC:18845	TTTY21	testis-specific transcript, Y-linked 21	NCRNA00146	non-protein coding RNA 146
HGNC:37980	TTTY21B	testis-specific transcript, Y-linked 21B		
HGNC:18846	TTTY22	testis-specific transcript, Y-linked 22	NCRNA00147	non-protein coding RNA 147
HGNC:18847	TTTY23	testis-specific transcript, Y-linked 23	NCRNA00148	non-protein coding RNA 148
HGNC:37983	TTTY23B	testis-specific transcript, Y-linked 23B		
HGNC:38521	TTTY24P	testis-specific transcript, Y-linked 24, pseudogene		
HGNC:38524	TTTY25P	testis-specific transcript, Y-linked 25, pseudogene		
HGNC:38528	TTTY26P	testis-specific transcript, Y-linked 26, pseudogene		
HGNC:38527	TTTY27P	testis-specific transcript, Y-linked 27, pseudogene		
HGNC:38534	TTTY28P	testis-specific transcript, Y-linked 28, pseudogene		
HGNC:38547	TTTY29P	testis-specific transcript, Y-linked 29, pseudogene		
HGNC:38604	TTTY30P	testis-specific transcript, Y-linked 30, pseudogene		
HGNC:38711	TTTY31P	testis-specific transcript, Y-linked 31, pseudogene		
HGNC:13476	TTYH1	tweety family member 1		
HGNC:13877	TTYH2	tweety family member 2	C17orf29	
HGNC:22222	TTYH3	tweety family member 3	KIAA1691	
HGNC:12406	TUB	TUB bipartite transcription factor	rd5	
HGNC:51120	TUB-AS1	TUB antisense RNA 1		
HGNC:20766	TUBA1A	tubulin alpha 1a	TUBA3, B-ALPHA-1, FLJ25113	tubulin, alpha, brain-specific
HGNC:18809	TUBA1B	tubulin alpha 1b	K-ALPHA-1	tubulin, alpha, ubiquitous
HGNC:20768	TUBA1C	tubulin alpha 1c	MGC14580, MGC10851, bcm948	
HGNC:12408	TUBA3C	tubulin alpha 3c	bA408E5.3	
HGNC:24071	TUBA3D	tubulin alpha 3d	H2-ALPHA	alpha-tubulin isotype H2-alpha
HGNC:20765	TUBA3E	tubulin alpha 3e		
HGNC:24067	TUBA3FP	tubulin alpha 3f pseudogene		
HGNC:44096	TUBA3GP	tubulin alpha 3g pseudogene		
HGNC:12407	TUBA4A	tubulin alpha 4a	FLJ30169, H2-ALPHA	
HGNC:18637	TUBA4B	tubulin alpha 4b	FLJ13940	
HGNC:54799	TUBA5P	tubulin alpha 5, pseudogene	RP11-480I12.5	
HGNC:12410	TUBA8	tubulin alpha 8		
HGNC:23534	TUBAL3	tubulin alpha like 3	FLJ21665	
HGNC:12411	TUBAP1	tubulin alpha pseudogene 1		
HGNC:14531	TUBAP2	tubulin alpha pseudogene 2		
HGNC:44568	TUBAP3	tubulin alpha pseudogene 3		
HGNC:44569	TUBAP4	tubulin alpha pseudogene 4		
HGNC:54873	TUBAP6	tubulin alpha pseudogene 6		
HGNC:54874	TUBAP7	tubulin alpha pseudogene 7		
HGNC:54875	TUBAP8	tubulin alpha pseudogene 8		
HGNC:54876	TUBAP9	tubulin alpha pseudogene 9		
HGNC:54877	TUBAP10	tubulin alpha pseudogene 10		
HGNC:54878	TUBAP11	tubulin alpha pseudogene 11		
HGNC:54879	TUBAP12	tubulin alpha pseudogene 12		
HGNC:54880	TUBAP13	tubulin alpha pseudogene 13		
HGNC:54881	TUBAP14	tubulin alpha pseudogene 14		
HGNC:54882	TUBAP15	tubulin alpha pseudogene 15		
HGNC:20778	TUBB	tubulin beta class I	OK/SW-cl.56, MGC16435, M40, Tubb5	class I beta-tubulin, beta1-tubulin
HGNC:16257	TUBB1	tubulin beta 1 class VI	dJ543J19.4	class VI beta-tubulin
HGNC:23982	TUBB1P1	tubulin beta 1 class VI pseudogene 1		
HGNC:23981	TUBB1P2	tubulin beta 1 class VI pseudogene 2		
HGNC:12412	TUBB2A	tubulin beta 2A class IIa	dJ40E16.7	class IIa beta-tubulin
HGNC:30829	TUBB2B	tubulin beta 2B class IIb	MGC8685, DKFZp566F223, bA506K6.1	class IIb beta-tubulin
HGNC:42332	TUBB2BP1	tubulin beta 2B class IIb pseudogene 1		
HGNC:20772	TUBB3	tubulin beta 3 class III	beta-4, CFEOM3, CFEOM3A	class III beta-tubulin
HGNC:42339	TUBB3P1	tubulin beta 3 class III pseudogene 1		
HGNC:42181	TUBB3P2	tubulin beta 3 class III pseudogene 2		
HGNC:20774	TUBB4A	tubulin beta 4A class IVa	beta-5	class IVa beta-tubulin
HGNC:42340	TUBB4AP1	tubulin beta 4A class IVa pseudogene 1		
HGNC:20771	TUBB4B	tubulin beta 4B class IVb	Beta2	class IVb beta-tubulin
HGNC:42180	TUBB4BP1	TUBB4B pseudogene 1		
HGNC:42183	TUBB4BP2	TUBB4B pseudogene 2		
HGNC:42331	TUBB4BP3	TUBB4B pseudogene 3		
HGNC:42333	TUBB4BP4	TUBB4B pseudogene 4		
HGNC:42335	TUBB4BP5	TUBB4B pseudogene 5		
HGNC:42336	TUBB4BP6	TUBB4B pseudogene 6		
HGNC:42337	TUBB4BP7	TUBB4B pseudogene 7		
HGNC:55021	TUBB4BP8	TUBB4B pseudogene 8		
HGNC:20776	TUBB6	tubulin beta 6 class V	MGC4083, HsT1601	tubulin beta MGC4083, class V beta-tubulin
HGNC:42342	TUBB6P1	tubulin beta 6 class V pseudogene 1		
HGNC:12413	TUBB7P	tubulin beta 7 pseudogene		
HGNC:20773	TUBB8	tubulin beta 8 class VIII	bA631M21.2	class VIII beta-tubulin
HGNC:24983	TUBB8B	tubulin beta 8B		
HGNC:42182	TUBB8P1	tubulin beta 8 class VIII pseudogene 1		
HGNC:42334	TUBB8P2	tubulin beta 8 class VIII pseudogene 2		
HGNC:42338	TUBB8P3	tubulin beta 8 class VIII pseudogene 3		
HGNC:42185	TUBB8P4	tubulin beta 8 class VIII pseudogene 4		
HGNC:42186	TUBB8P5	tubulin beta 8 class VIII pseudogene 5		
HGNC:42343	TUBB8P6	tubulin beta 8 class VIII pseudogene 6		
HGNC:42345	TUBB8P7	tubulin beta 8 class VIII pseudogene 7		
HGNC:42346	TUBB8P8	tubulin beta 8 class VIII pseudogene 8		
HGNC:42347	TUBB8P9	tubulin beta 8 class VIII pseudogene 9		
HGNC:42348	TUBB8P10	tubulin beta 8 class VIII pseudogene 10		
HGNC:32337	TUBB8P11	tubulin beta 8 class VIII pseudogene 11		
HGNC:12414	TUBBP1	tubulin beta pseudogene 1		
HGNC:12415	TUBBP2	tubulin beta pseudogene 2		
HGNC:18192	TUBBP3	tubulin beta pseudogene 3		
HGNC:19913	TUBBP4	tubulin beta pseudogene 4	bA537H15.5	
HGNC:23674	TUBBP5	tubulin beta pseudogene 5		
HGNC:42175	TUBBP6	tubulin beta class I pseudogene 6		
HGNC:42176	TUBBP7	tubulin beta class I pseudogene 7		
HGNC:42179	TUBBP8	tubulin beta class I pseudogene 8		
HGNC:42178	TUBBP9	tubulin beta class I pseudogene 9		
HGNC:42344	TUBBP10	tubulin beta class I pseudogene 10		
HGNC:42184	TUBBP11	tubulin beta class I pseudogene 11		
HGNC:16811	TUBD1	tubulin delta 1	FLJ12709, TUBD	
HGNC:20775	TUBE1	tubulin epsilon 1	dJ142L7.2, FLJ22589, TUBE	
HGNC:12417	TUBG1	tubulin gamma 1	TUBGCP1	
HGNC:12418	TUBG1P	tubulin gamma 1 pseudogene		
HGNC:12419	TUBG2	tubulin gamma 2		
HGNC:18599	TUBGCP2	tubulin gamma complex associated protein 2	GCP2, Spc97p, SPBC97	
HGNC:18598	TUBGCP3	tubulin gamma complex associated protein 3	GCP3, Spc98p, SPBC98	spindle pole body protein
HGNC:16691	TUBGCP4	tubulin gamma complex associated protein 4	76P, FLJ14797	
HGNC:18600	TUBGCP5	tubulin gamma complex associated protein 5	GCP5, KIAA1899	gamma-tubulin complex component GCP5
HGNC:18127	TUBGCP6	tubulin gamma complex associated protein 6	GCP6, KIAA1669, DJ402G11.6	gamma-tubulin complex component 6
HGNC:12420	TUFM	Tu translation elongation factor, mitochondrial	EFTu, EF-TuMT, EFTU	
HGNC:12421	TUFMP1	Tu translation elongation factor, mitochondrial pseudogene 1		
HGNC:12422	TUFT1	tuftelin 1		
HGNC:26066	TUG1	taurine up-regulated 1	FLJ20618, NCRNA00080, LINC00080	non-protein coding RNA 80, long intergenic non-protein coding RNA 80
HGNC:12423	TULP1	TUB like protein 1	TUBL1, LCA15	
HGNC:12424	TULP2	TUB like protein 2	TUBL2, CT65	cancer/testis antigen 65
HGNC:12425	TULP3	TUB like protein 3	TUBL3	
HGNC:39262	TULP3P1	TUB like protein 3 pseudogene 1		
HGNC:15530	TULP4	TUB like protein 4	TUSP, KIAA1397	
HGNC:44088	TUNAR	TCL1 upstream neural differentiation-associated RNA	TUNA, HI-LNC78	Tcl1 upstream neuron-associated lincRNA, Human Islet Long Non Coding RNA 78
HGNC:31010	TUSC1	tumor suppressor candidate 1	TSG-9, CCDC89B	
HGNC:17034	TUSC2	tumor suppressor 2, mitochondrial calcium regulator	FUS1, PAP, C3orf11	
HGNC:23963	TUSC2P1	TUSC2 pseudogene 1		
HGNC:53818	TUSC2P2	TUSC2 pseudogene 2		
HGNC:30242	TUSC3	tumor suppressor candidate 3	MGC13453, N33, OST3A, MRT7, MagT2, SLC58A2	oligosaccharyltransferase 3 homolog A (S. cerevisiae), Magnesium uptake/transporter TUSC3
HGNC:27701	TUSC7	tumor suppressor candidate 7	LINC00902, LOC285194	
HGNC:49111	TUSC8	tumor suppressor candidate 8	XLOC_010588	
HGNC:26184	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	FLJ22347, FLJ22267, FLJ21850, PAPD2, TUTase, TENT1	RNA uridylyltransferase, U6 TUTase, TUTase 6
HGNC:28981	TUT4	terminal uridylyl transferase 4	KIAA0191, PAPD3, TENT3A	TUTase4
HGNC:25817	TUT7	terminal uridylyl transferase 7	KIAA1711, FLJ13409, PAPD6, TENT3B	TUTase7
HGNC:20398	TVP23A	trans-golgi network vesicle protein 23 homolog A	YDR084C	
HGNC:20399	TVP23B	trans-golgi network vesicle protein 23 homolog B	CGI-148, YDR084C	
HGNC:31127	TVP23BP1	TVP23B pseudogene 1		
HGNC:38869	TVP23BP2	TVP23B pseudogene 2		
HGNC:30453	TVP23C	trans-golgi network vesicle protein 23 homolog C	MGC8763	
HGNC:42961	TVP23C-CDRT4	TVP23C-CDRT4 readthrough		
HGNC:44646	TVP23CP1	TVP23C pseudogene 1		
HGNC:44647	TVP23CP2	TVP23C pseudogene 2		
HGNC:9620	TWF1	twinfilin actin binding protein 1	A6	
HGNC:21736	TWF1P1	twinfilin 1 pseudogene 1	A6ps1	
HGNC:21737	TWF1P2	twinfilin 1 pseudogene 2	A6ps2	
HGNC:9621	TWF2	twinfilin actin binding protein 2	A6RP, A6r	
HGNC:55619	TWF2-DT	TWF2 divergent transcript		
HGNC:12428	TWIST1	twist family bHLH transcription factor 1	SCS, H-twist, BPES2, bHLHa38, CRS1	Saethre-Chotzen syndrome
HGNC:20670	TWIST2	twist family bHLH transcription factor 2	DERMO1, Dermo-1, bHLHa39	
HGNC:1160	TWNK	twinkle mtDNA helicase	PEO, PEO1, TWINKLE, FLJ21832, TWINL	T7 helicase-related protein with intramitochondrial nucleoid localization
HGNC:12429	TWSG1	twisted gastrulation BMP signaling modulator 1	TSG	
HGNC:55329	TWSG1-DT	TWSG1 divergent transcript		
HGNC:12434	TXK	TXK tyrosine kinase	TKL, PSCTK5, BTKL, RLK	
HGNC:30685	TXLNA	taxilin alpha	DKFZp451J0118	
HGNC:21617	TXLNB	taxilin beta	DKFZp451A175, MDP77, dJ522B19.2	
HGNC:18578	TXLNG	taxilin gamma	FLJ11209, LSR5, FIAT, MGC126621, MGC126625, TXLNGX	lipopolysaccharide specific response-5 protein, factor inhibiting activating transcription factor 4 (ATF4)-mediated transcription
HGNC:18473	TXLNGY	taxilin gamma pseudogene, Y-linked		
HGNC:12435	TXN	thioredoxin	TRX, Trx80	
HGNC:17772	TXN2	thioredoxin 2	MT-TRX	
HGNC:54554	TXN2P1	TXN2 pseudogene 1		
HGNC:16470	TXNDC2	thioredoxin domain containing 2	SPTRX1	sperm-specific thioredoxin 1
HGNC:21073	TXNDC5	thioredoxin domain containing 5	MGC3178, FLJ21353, FLJ90810, EndoPDI, Hcc-2, ERp46, PDIA15	protein disulfide isomerase family A, member 15
HGNC:31454	TXNDC8	thioredoxin domain containing 8	bA427L11.2, TRX6, SPTRX-3	sperm-specific thioredoxin 3
HGNC:24110	TXNDC9	thioredoxin domain containing 9	APACD	
HGNC:28030	TXNDC11	thioredoxin domain containing 11	EFP1	EF-hand binding protein 1
HGNC:24626	TXNDC12	thioredoxin domain containing 12	TLP19, ERP18, ERP19, hAG-1, AGR1, PDIA16	endoplasmic reticulum thioredoxin superfamily member, 18 kDa, anterior gradient homolog 1 (Xenopus laevis), protein disulfide isomerase family A, member 16
HGNC:30008	TXNDC12-AS1	TXNDC12 antisense RNA 1		
HGNC:20652	TXNDC15	thioredoxin domain containing 15	2310047H23Rik, FLJ22625	
HGNC:19965	TXNDC16	thioredoxin domain containing 16		
HGNC:28218	TXNDC17	thioredoxin domain containing 17	MGC14353, TRP14	thioredoxin (Trx)-related protein, 14 kDa
HGNC:16952	TXNIP	thioredoxin interacting protein	VDUP1, EST01027, HHCPA78, THIF, ARRDC6	upregulated by 1,25-dihydroxyvitamin D-3, thioredoxin binding protein 2
HGNC:12436	TXNL1	thioredoxin like 1	Txl, TRP32	thioredoxin-like, 32kD
HGNC:39459	TXNL1P1	thioredoxin like 1 pseudogene 1		
HGNC:30551	TXNL4A	thioredoxin like 4A	U5-15kD, DIM1, HsT161, DIB1, SNRNP15	similar to S. pombe dim1+
HGNC:54569	TXNL4AP1	TXNL4A pseudogene 1		
HGNC:26041	TXNL4B	thioredoxin like 4B	FLJ20511, DLP, Dim2	
HGNC:49481	TXNP1	thioredoxin pseudogene 1		
HGNC:49482	TXNP2	thioredoxin pseudogene 2		
HGNC:49483	TXNP3	thioredoxin pseudogene 3		
HGNC:49484	TXNP4	thioredoxin pseudogene 4		
HGNC:49485	TXNP5	thioredoxin pseudogene 5		
HGNC:49486	TXNP6	thioredoxin pseudogene 6		
HGNC:49487	TXNP7	thioredoxin pseudogene 7		
HGNC:12437	TXNRD1	thioredoxin reductase 1	TXNR, GRIM-12, Trxr1	selenoprotein TXNRD1
HGNC:18155	TXNRD2	thioredoxin reductase 2	TR, TRXR2, TR3, SELZ	thioredoxin reductase beta, selenoprotein Z
HGNC:20667	TXNRD3	thioredoxin reductase 3	TR2, TRXR3, TGR, TR2IT1, TXNRD3NT1	thioredoxin glutathione reductase, selenoprotein TXNRD3
HGNC:12440	TYK2	tyrosine kinase 2	JTK1	
HGNC:3148	TYMP	thymidine phosphorylase		gliostatin
HGNC:12441	TYMS	thymidylate synthetase	Tsase, TMS, HsT422	
HGNC:29553	TYMSOS	TYMS opposite strand RNA		
HGNC:52351	TYMSP1	thymidylate synthetase pseudogene 1		
HGNC:52352	TYMSP2	thymidylate synthetase pseudogene 2		
HGNC:12442	TYR	tyrosinase	OCAIA, OCA1A, OCA1	oculocutaneous albinism IA
HGNC:12443	TYRL	tyrosinase like (pseudogene)		
HGNC:12446	TYRO3	TYRO3 protein tyrosine kinase	Dtk, Brt, Tif, Sky, Etk-2, Rek	
HGNC:12447	TYRO3P	TYRO3P protein tyrosine kinase pseudogene		
HGNC:12449	TYROBP	transmembrane immune signaling adaptor TYROBP	DAP12, PLO-SL, KARAP	killer activating receptor associated protein, DNAX-activation protein 12, DNAX adaptor protein 12
HGNC:12450	TYRP1	tyrosinase related protein 1	GP75, CATB, TRP, b-PROTEIN, OCA3	
HGNC:28531	TYSND1	trypsin like peroxisomal matrix peptidase 1	MGC34695, NET41	peroxisomal cysteine endopeptidase, peroxisome leader peptide-processing protease, peroxisomal matrix protein–processing protease
HGNC:25598	TYW1	tRNA-yW synthesizing protein 1 homolog	FLJ10900, MGC23001, MGC60291, YPL207W, TYW1A	tRNA-yW synthesizing protein 1 homolog A (S. cerevisiae)
HGNC:33908	TYW1B	tRNA-yW synthesizing protein 1 homolog B	RSAFD2, MGC87315, NCRNA00069, LINC00069	radical S-adenosyl methionine and flavodoxin domains 1, non-protein coding RNA 69, long intergenic non-protein coding RNA 69
HGNC:41905	TYW1P1	tRNA-yW synthesizing protein 1 homolog pseudogene 1		
HGNC:24757	TYW3	tRNA-yW synthesizing protein 3 homolog	FLJ40918	
HGNC:26754	TYW5	tRNA-yW synthesizing protein 5	FLJ37953	
HGNC:12453	U2AF1	U2 small nuclear RNA auxiliary factor 1	U2AF35, RNU2AF1, RN	
HGNC:23020	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	MGC33901, U2af26	
HGNC:23156	U2AF2	U2 small nuclear RNA auxiliary factor 2	U2AF65	U2 small nuclear ribonucleoprotein auxiliary factor (65kD), splicing factor U2AF 65 kD subunit, U2 snRNP auxiliary factor large subunit
HGNC:30855	U2SURP	U2 snRNP associated SURP domain containing	fSAPa, SR140	functional spliceosome-associated protein a, Ser/Arg-rich domain protein, 140 kDa, U2 associated SR140 protein
HGNC:15947	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	FLJ10128, KIAA1561	nucling
HGNC:12457	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	AGX1, AgX	UDP-N-acetylglucosamine diphosphorylase 1, UDP-N-acetylhexosamine pyrophosphorylase 1
HGNC:55410	UAP1-DT	UAP1 divergent transcript		
HGNC:28082	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1		
HGNC:12469	UBA1	ubiquitin like modifier activating enzyme 1	UBE1X, POC20, CFAP124	UBA1, ubiquitin-activating enzyme E1 homolog (yeast), POC20 centriolar protein homolog (Chlamydomonas)
HGNC:30661	UBA2	ubiquitin like modifier activating enzyme 2	FLJ13058, HRIHFB2115	UBA2, ubiquitin-activating enzyme E1 homolog (yeast)
HGNC:12470	UBA3	ubiquitin like modifier activating enzyme 3	hUba3, NAE2	NEDD8-activating enzyme E1 catalytic subunit, NEDD8-activating enzyme E1 subunit 2
HGNC:23230	UBA5	ubiquitin like modifier activating enzyme 5	FLJ23251	UBA5, ubiquitin-activating enzyme E1 homolog (yeast)
HGNC:25581	UBA6	ubiquitin like modifier activating enzyme 6	FLJ10808	UBA6, ubiquitin-activating enzyme E1
HGNC:49083	UBA6-DT	UBA6 divergent transcript	LOC550112	
HGNC:12471	UBA7	ubiquitin like modifier activating enzyme 7	D8, UBE2, UBA1B	UBA1, ubiquitin-activating enzyme E1 homolog B (yeast), UBA7, ubiquitin-activating enzyme E1
HGNC:12458	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	RPL40, CEP52, HUBCEP52, MGC57125, MGC126879, MGC126881, L40	ribosomal protein L40, ubiquitin-52 amino acid fusion protein, ubiquitin carboxyl extension protein 52, 60S ribosomal protein L40, ubiquitin-CEP52
HGNC:12459	UBA52P1	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 1		
HGNC:12460	UBA52P2	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 2		
HGNC:20056	UBA52P3	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 3		
HGNC:35929	UBA52P4	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 4		
HGNC:36993	UBA52P5	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 5		
HGNC:36763	UBA52P6	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 6		
HGNC:36615	UBA52P7	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 7		
HGNC:35625	UBA52P8	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 8		
HGNC:36169	UBA52P9	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 9		
HGNC:30221	UBAC1	UBA domain containing 1	GBDR1, KPC2	Kip1 ubiquitination-promoting complex subunit 2
HGNC:20486	UBAC2	UBA domain containing 2	FLJ30548, RP11-178C10.1	
HGNC:42502	UBAC2-AS1	UBAC2 antisense RNA 1		
HGNC:29576	UBALD1	UBA like domain containing 1		
HGNC:28438	UBALD2	UBA like domain containing 2	MGC29814	
HGNC:12461	UBAP1	ubiquitin associated protein 1		
HGNC:40028	UBAP1L	ubiquitin associated protein 1 like		
HGNC:14185	UBAP2	ubiquitin associated protein 2	KIAA1491, bA176F3.5, FLJ22435	
HGNC:29877	UBAP2L	ubiquitin associated protein 2 like	NICE-4, KIAA0144	
HGNC:12462	UBASH3A	ubiquitin associated and SH3 domain containing A	STS-2, TULA, CLIP4	T-cell ubiquitin ligand protein
HGNC:29884	UBASH3B	ubiquitin associated and SH3 domain containing B	KIAA1959, STS-1, TULA2, TULA-2	SH3 domain-containing 70 kDa protein, suppressor of T-cell receptor signaling 1, nm23-phosphorylated unknown substrate, T-cell ubiquitin ligand 2
HGNC:12463	UBB	ubiquitin B	MGC8385, FLJ25987	polyubiquitin B
HGNC:12464	UBBP1	ubiquitin B pseudogene 1		
HGNC:12465	UBBP2	ubiquitin B pseudogene 2		
HGNC:12466	UBBP3	ubiquitin B pseudogene 3		
HGNC:12467	UBBP4	ubiquitin B pseudogene 4		
HGNC:42645	UBBP5	ubiquitin B pseudogene 5		
HGNC:12468	UBC	ubiquitin C		polyubiquitin-C
HGNC:18795	UBD	ubiquitin D	FAT10	
HGNC:18796	UBDP1	ubiquitin D pseudogene 1	dJ994E9.3	
HGNC:12472	UBE2A	ubiquitin conjugating enzyme E2 A	UBC2, HHR6A, RAD6A, HR6A	
HGNC:12473	UBE2B	ubiquitin conjugating enzyme E2 B	UBC2, HHR6B, RAD6B	
HGNC:15937	UBE2C	ubiquitin conjugating enzyme E2 C	UBCH10	
HGNC:19670	UBE2CP1	ubiquitin conjugating enzyme E2 C pseudogene 1		
HGNC:43551	UBE2CP2	ubiquitin conjugating enzyme E2 C pseudogene 2		
HGNC:43552	UBE2CP3	ubiquitin conjugating enzyme E2 C pseudogene 3		
HGNC:43553	UBE2CP4	ubiquitin conjugating enzyme E2 C pseudogene 4		
HGNC:43554	UBE2CP5	ubiquitin conjugating enzyme E2 C pseudogene 5		
HGNC:12474	UBE2D1	ubiquitin conjugating enzyme E2 D1	UbcH5A, UBCH5, UBC4/5, E2(17)KB1	
HGNC:12475	UBE2D2	ubiquitin conjugating enzyme E2 D2	UbcH5B, UBC4	
HGNC:12476	UBE2D3	ubiquitin conjugating enzyme E2 D3	UbcH5C	
HGNC:54095	UBE2D3-AS1	UBE2D3 antisense RNA 1		
HGNC:33349	UBE2D3P1	ubiquitin conjugating enzyme E2 D3 pseudogene 1	RP4-680N4	
HGNC:39010	UBE2D3P2	ubiquitin conjugating enzyme E2 D3 pseudogene 2		
HGNC:39011	UBE2D3P3	ubiquitin conjugating enzyme E2 D3 pseudogene 3		
HGNC:39391	UBE2D3P4	ubiquitin conjugating enzyme E2 D3 pseudogene 4		
HGNC:21647	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	HBUCE1	
HGNC:28656	UBE2DNL	ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene)	MGC42638	
HGNC:12477	UBE2E1	ubiquitin conjugating enzyme E2 E1	UbcH6	
HGNC:40598	UBE2E1-AS1	UBE2E1 antisense RNA 1		
HGNC:12478	UBE2E2	ubiquitin conjugating enzyme E2 E2	UbcH8, FLJ25157	
HGNC:44512	UBE2E2-DT	UBE2E2 divergent transcript		
HGNC:12479	UBE2E3	ubiquitin conjugating enzyme E2 E3	UbcH9	
HGNC:40599	UBE2E3-DT	UBE2E3 divergent transcript		
HGNC:32199	UBE2E4P	ubiquitin conjugating enzyme E2 E4 pseudogene	UbcM2	
HGNC:12480	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	NCE2	NEDD8 conjugating enzyme
HGNC:48339	UBE2F-SCLY	UBE2F-SCLY readthrough (NMD candidate)		
HGNC:44535	UBE2FP1	UBE2F pseudogene 1		
HGNC:44536	UBE2FP2	UBE2F pseudogene 2		
HGNC:44537	UBE2FP3	UBE2F pseudogene 3		
HGNC:12482	UBE2G1	ubiquitin conjugating enzyme E2 G1	UBC7	
HGNC:12483	UBE2G2	ubiquitin conjugating enzyme E2 G2	UBC7	
HGNC:12484	UBE2H	ubiquitin conjugating enzyme E2 H	UBCH, UBC8, GID3	GID complex subunit 3, UBC8 homolog (S. cerevisiae)
HGNC:55615	UBE2H-DT	UBE2H divergent transcript		
HGNC:31079	UBE2HP1	ubiquitin conjugating enzyme E2 H pseudogene 1		
HGNC:12485	UBE2I	ubiquitin conjugating enzyme E2 I	UBC9	
HGNC:17598	UBE2J1	ubiquitin conjugating enzyme E2 J1	HSPC153, CGI-76, NCUBE1, UBC6	
HGNC:19268	UBE2J2	ubiquitin conjugating enzyme E2 J2	Ubc6p, NCUBE2	
HGNC:4914	UBE2K	ubiquitin conjugating enzyme E2 K	HYPG, UBC1	
HGNC:12486	UBE2L1	ubiquitin conjugating enzyme E2 L1 (pseudogene)	UBEL1, L-UBC, UBCH7N3	
HGNC:12487	UBE2L2	ubiquitin conjugating enzyme E2 L2 (pseudogene)		
HGNC:12488	UBE2L3	ubiquitin conjugating enzyme E2 L3	UBCH7	
HGNC:12489	UBE2L4	ubiquitin conjugating enzyme E2 L4 (pseudogene)		
HGNC:13477	UBE2L5	ubiquitin conjugating enzyme E2 L5		
HGNC:12490	UBE2L6	ubiquitin conjugating enzyme E2 L6	UBCH8	
HGNC:12491	UBE2M	ubiquitin conjugating enzyme E2 M	hUbc12, UBC12	
HGNC:32195	UBE2MP1	ubiquitin conjugating enzyme E2 M pseudogene 1		
HGNC:12492	UBE2N	ubiquitin conjugating enzyme E2 N	UbcH-ben, UBC13, MGC8489	
HGNC:31710	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)		
HGNC:20337	UBE2NP1	ubiquitin conjugating enzyme E2 N pseudogene 1		
HGNC:29554	UBE2O	ubiquitin conjugating enzyme E2 O	E2-230K	
HGNC:15698	UBE2Q1	ubiquitin conjugating enzyme E2 Q1	PRO3094, NICE-5	
HGNC:40722	UBE2Q1-AS1	UBE2Q1 antisense RNA 1		
HGNC:19248	UBE2Q2	ubiquitin conjugating enzyme E2 Q2	DKFZp762C143	
HGNC:44656	UBE2Q2L	ubiquitin conjugating enzyme E2 Q2 like		
HGNC:37439	UBE2Q2P1	UBE2Q2 pseudogene 1	FLJ43276	
HGNC:37440	UBE2Q2P2	UBE2Q2 pseudogene 2		
HGNC:38429	UBE2Q2P4Y	UBE2Q2 pseudogene 4, Y-linked		
HGNC:38466	UBE2Q2P5Y	UBE2Q2 pseudogene 5, Y-linked		
HGNC:49412	UBE2Q2P6	UBE2Q2 pseudogene 6		
HGNC:49413	UBE2Q2P7	UBE2Q2 pseudogene 7		
HGNC:49521	UBE2Q2P8	UBE2Q2 pseudogene 8		
HGNC:49517	UBE2Q2P9	UBE2Q2 pseudogene 9		
HGNC:49518	UBE2Q2P10	UBE2Q2 pseudogene 10		
